用户ID,服务ID,时间,行为,title,内容
Steven,Stack Overflow,2011-04-20 07:30:32Z,revised,Converting Some Code From Ninject To StructureMap,Code reformatted
Steven,Stack Overflow,2011-03-31 06:03:35Z,revised,Partial trust: How to instantiate a generic type without a generic type argument,deleted 4 characters in body
Steven,Stack Overflow,2011-03-25 15:56:52Z,revised,Unit of Work: created by/managed by Service Layer or Repository layer? C#/.NET,edited tags; edited title
Steven,Stack Overflow,2011-03-23 15:40:01Z,revised,"Instead of dragging a stored procedure, can I just cut and paste its name somewhere?",added 25 characters in body; edited tags
Steven,Stack Overflow,2011-03-21 08:52:38Z,revised,What is the best unit testing framework for ASP.NET (C# .NET 3.5)?,edited body
Steven,Stack Overflow,2011-03-16 08:39:23Z,revised,Linq to SQL Nested Objects,Tags added
Steven,Stack Overflow,2011-03-09 13:48:22Z,revised,Returning a string from LINQ,Code reformatted
Steven,Stack Overflow,2011-03-25 07:14:01Z,revised,What is an IoC child container and how are they used?,edited tags
Steven,Stack Overflow,2011-03-22 20:04:24Z,revised,Replicating an SQL query in LINQ,added 15 characters in body
Steven,Stack Overflow,2011-03-15 21:14:55Z,revised,LINQ to SQL join tables special blend,Code reformatted; deleted 9 characters in body
Steven,Stack Overflow,2011-03-24 14:17:38Z,revised,Is this LINQ Query &ldquo;correct&rdquo;?,Code reformatted
Steven,Stack Overflow,2011-03-19 23:27:01Z,revised,Parse string to float number C#,added 4 characters in body
Steven,Stack Overflow,2011-03-09 07:03:49Z,revised,Use of &#39;Add&#39; method On LINQ to SQL On &#39;Foreign Key&#39; Constrain Table,edited title; edited tags; edited title
Steven,Stack Overflow,2011-03-22 14:53:14Z,revised,SimpleServiceLocator: Why is automatic constructor injection not supported for singletons?,Updated after updating the release.
Steven,Stack Overflow,2011-03-15 14:37:35Z,revised,"Enterprise Library 5.0, Validation in abstract base class",Code reformatted
Steven,Stack Overflow,2011-03-24 00:17:38Z,revised,Best alternative way to develop/test a facebook app?,edited title
Steven,Stack Overflow,2011-03-19 20:47:10Z,revised,".NET ORMs need virtual, and can&#39;t deal with sealed?",added 46 characters in body
Steven,Stack Overflow,2011-03-08 15:34:24Z,revised,Weird error: [ArgumentOutOfRangeException: &#39;count&#39; must be non-negative,Typo fixed
Steven,Stack Overflow,2011-03-22 14:45:31Z,revised,when should i create a private method in c#,Code reformatted
Steven,Stack Overflow,2011-03-15 09:38:37Z,revised,Hiro vs other IoC containers,Tags added
Steven,Stack Overflow,2011-03-24 00:15:36Z,revised,How do I add items to a C# array so that I have exactly 3 of each item?,edited tags; edited tags
Steven,Stack Overflow,2011-03-18 10:06:52Z,revised,Windsor Castle IoC - Http Session,added 222 characters in body
Steven,Stack Overflow,2011-03-08 14:09:31Z,revised,LINQ to SQL working foreign key table rows,Code reformatted.
Steven,Stack Overflow,2011-03-22 14:21:57Z,revised,CLRSQL Aggregate function. LINQ Code works within CLR Function but cannot be deploy within Aggregate,edited tags
Steven,Stack Overflow,2011-03-14 11:02:47Z,revised,Return catched exception inside a class method to the caller,Code reformatted
Steven,Stack Overflow,2011-03-23 19:46:17Z,revised,Performing validation of a Business object. What about the contained objects?,added 30 characters in body
Steven,Stack Overflow,2011-03-16 19:35:26Z,revised,"Example of WCF, Unity, EntLib5, Linq-to-SQL with TDD and PI",Tag added
Steven,Stack Overflow,2011-03-07 22:02:50Z,revised,Big strings: System.OutOfMemoryException,deleted 6 characters in body; added 77 characters in body
Steven,Stack Overflow,2011-03-22 14:02:59Z,revised,Why is the IEnumerable behaving strangely,Title changed
Steven,Stack Overflow,2011-03-11 12:27:42Z,revised,Architecture problem: use of dependency injection resulting in rubbish API,added 235 characters in body; added 2 characters in body; added 11 characters in body; added 206 characters in body
Steven,Stack Overflow,2011-03-23 17:22:07Z,revised,Performing validation of a Business object. What about the contained objects?,Code reformatted; added 10 characters in body; added 2 characters in body
Steven,Stack Overflow,2011-03-16 11:52:22Z,revised,Linq to SQL Nested Objects,added 48 characters in body
Steven,Stack Overflow,2011-03-07 18:17:04Z,revised,Prevent a Class having static instances of it created in C#,added 78 characters in body
Steven,Stack Overflow,2011-03-22 13:29:48Z,revised,Polymorphism with Dependency Injection using Castle Windsor,added 156 characters in body
Steven,Stack Overflow,2011-03-10 13:47:02Z,revised,LINQ understading Non-Equijoins,Code reformatted
Steven,Stack Overflow,2011-03-23 17:12:06Z,revised,Pulling out different columns from different tables using LINQ,Code reformatted
Steven,Stack Overflow,2011-03-16 11:07:19Z,revised,Is maintain the transaction with a static LINQ to SQL DataContext in asp.net possible?,deleted 21 characters in body; edited tags; edited title
Steven,Stack Overflow,2011-03-07 13:56:44Z,revised,Big strings: System.OutOfMemoryException,Code reformatted
Steven,Stack Overflow,2011-03-22 12:46:38Z,revised,Polymorphism with Dependency Injection using Castle Windsor,Code reformatted
Steven,Stack Overflow,2011-03-10 12:08:59Z,revised,XML LINQ transform,Code reformatted
Steven,Stack Overflow,2011-03-23 17:05:06Z,revised,code that i have to do it through LINQ,Code reformatted
Steven,Stack Overflow,2011-03-16 08:54:00Z,revised,Seam Component.getInstance() and unit testing,Converted code to java
Steven,Stack Overflow,2011-03-07 13:26:56Z,revised,Ninject with Object Initializers and LINQ,edited body
Steven,Stack Overflow,2011-03-22 08:09:16Z,revised,NInject: Where do you keep your reference to the Kernel?,added 9 characters in body
Steven,Stack Overflow,2011-03-09 18:36:06Z,revised,Any downsides to passing around a DataContext object as a &#39;ref&#39; parameter?,added 10 characters in body; added 38 characters in body; added 162 characters in body
Steven,Stack Overflow,2011-03-23 17:01:45Z,revised,code that i have to do it through LINQ,added 20 characters in body; deleted 18 characters in body
Steven,Stack Overflow,2011-03-16 08:51:56Z,revised,Seam Component.getInstance() and unit testing,added 2 characters in body
Steven,Stack Overflow,2011-03-07 10:01:53Z,revised,Checking preconditions in .NET,added 79 characters in body
Steven,Stack Overflow,2011-03-21 10:53:33Z,revised,Dependent objects with RegisterInstance,added 33 characters in body
Steven,Stack Overflow,2011-03-09 13:52:33Z,revised,Returning a string from LINQ,Code reformatted
Steven,Stack Overflow,2011-03-16 08:48:01Z,revised,Garbage Collection and Finalizers: Finer Points,added 32 characters in body; added 230 characters in body
Steven,Stack Overflow,2011-03-06 15:59:26Z,revised,Linq Scope Problem + Reduce Repeated Code,Code
Steven,Stack Overflow,2011-03-05 20:22:22Z,revised,Ninject with Object Initializers and LINQ,Code reformatted
Steven,Stack Overflow,2011-02-23 13:40:58Z,revised,Show Progress bar with smtpClient.send,Code reformatted
Steven,Stack Overflow,2011-02-14 13:34:05Z,revised,Autofac: how do I pass a reference to the component being resolved to one of its dependents?,edited body
Steven,Stack Overflow,2011-01-17 14:39:54Z,revised,Running MSTest in partial trust from within Visual Studio,deleted 1 characters in body
Steven,Stack Overflow,2011-01-10 12:04:22Z,revised,Removing a default instance type from StructureMap at runtime,edited tags
Steven,Stack Overflow,2011-03-03 21:48:43Z,revised,Unity IoC and Static method,added 217 characters in body
Steven,Stack Overflow,2011-02-22 11:17:03Z,revised,Logging in Multi-Tier Application,deleted 12 characters in body; added 24 characters in body
Steven,Stack Overflow,2011-02-13 03:47:57Z,revised,Unit of work pattern,added 35 characters in body
Steven,Stack Overflow,2011-01-17 12:54:15Z,revised,Painless way to dispose injected LINQ data context?,Code reformatted
Steven,Stack Overflow,2011-01-10 11:28:50Z,revised,Passing Data Between Threads,Code reformatted
Steven,Stack Overflow,2011-03-03 21:42:21Z,revised,Constructing objects with functions as a means of dependency injection,edited body
Steven,Stack Overflow,2011-02-22 11:16:01Z,revised,Alternative to Tuples,text improved
Steven,Stack Overflow,2011-02-03 07:04:12Z,revised,ObjectContext aware entity in EF to avoid Anemic Domain Model,typos fixed
Steven,Stack Overflow,2011-01-17 12:50:51Z,revised,Intermittent &ldquo;Specified cast is invalid&rdquo; with StructureMap injected data context,added 10 characters in body
Steven,Stack Overflow,2011-01-10 11:24:30Z,revised,How to keep validation DRY?,added 70 characters in body; edited tags; edited title
Steven,Stack Overflow,2011-03-03 13:55:01Z,revised,Add properties to LINQ model at runtime,added 123 characters in body
Steven,Stack Overflow,2011-02-22 11:15:00Z,revised,LINQ Convert string to datetime,added 1 characters in body
Steven,Stack Overflow,2011-02-02 12:09:24Z,revised,Making methods &#39;internal&#39; to remove dependencies (for unit tests) - a good practice? Any better way?,virtual added
Steven,Stack Overflow,2011-01-17 09:35:28Z,revised,LINQ to XML using as a simple data abstraction layer?,Fixed.
Steven,Stack Overflow,2011-01-10 10:57:47Z,revised,How to unit test setters on classes that do not have paired getters?,Typo fixed
Steven,Stack Overflow,2011-02-28 15:29:45Z,revised,LINQ to SQL: If I add a object to Linq Entity set doesn&#39;t it get added,deleted 1 characters in body; added 54 characters in body
Steven,Stack Overflow,2011-02-20 20:50:37Z,revised,Xlinq query returning null WhereEnumerableIterator&lt;&gt;,Code reformatted; added 2 characters in body
Steven,Stack Overflow,2011-02-01 11:05:33Z,revised,Build expression tree using Expression.&lt;Factory method&gt; syntax dynamically,Code reformatted
Steven,Stack Overflow,2011-01-17 09:27:41Z,revised,How To Implement transaction in Business logic layer,deleted 11 characters in body
Steven,Stack Overflow,2011-01-09 20:48:25Z,revised,where to do input validation,deleted 1 characters in body; edited title
Steven,Stack Overflow,2011-02-25 16:04:52Z,revised,simplify my groupby,Compilation error fixed.
Steven,Stack Overflow,2011-02-20 15:42:21Z,revised,What is the difference between log4net and elmah?,deleted 1 characters in body
Steven,Stack Overflow,2011-01-28 11:02:44Z,revised,How to get row number via LINQ using Entity framework?,Code reformatted
Steven,Stack Overflow,2011-01-16 12:11:20Z,revised,Where do I put my Ioc (ninject) code in my service layer project?,added 196 characters in body
Steven,Stack Overflow,2011-01-09 20:45:35Z,revised,Entity Framework and POCO in repository pattern,"Updated the text, formatted the code"
Steven,Stack Overflow,2011-02-25 15:58:45Z,revised,simplify my groupby,Code reformatted
Steven,Stack Overflow,2011-01-28 09:43:47Z,revised,Stack overflow when using Microsoft EnterpriseLibrary validation,Tags added
Steven,Stack Overflow,2011-01-16 00:35:38Z,revised,How to make your object act as another type when comparing?,added 406 characters in body
Steven,Stack Overflow,2011-01-07 11:35:48Z,revised,How to design an app with security in mind?,added 9 characters in body
Steven,Stack Overflow,2011-02-20 15:41:12Z,revised,What is the difference between log4net and elmah?,deleted 2 characters in body
Steven,Stack Overflow,2011-02-25 15:55:26Z,revised,Stubbing ASP.NET Page.Form for unit tests,added 169 characters in body
Steven,Stack Overflow,2011-01-26 20:35:59Z,revised,What do I pass into List&lt;Object&gt;.Sort() to sort the items least to greatest by Object.SomeInteger?,added 8 characters in body
Steven,Stack Overflow,2011-01-12 09:04:30Z,revised,Converting nested foreach loops to LINQ,deleted 192 characters in body; deleted 94 characters in body
Steven,Stack Overflow,2011-01-07 11:33:07Z,revised,How to design an app with security in mind?,added 5 characters in body
Steven,Stack Overflow,2011-02-16 20:05:26Z,revised,How to get row number via LINQ using Entity framework?,deleted 8 characters in body
Steven,Stack Overflow,2011-02-25 10:09:35Z,revised,How do I convert this expression to LINQ?,added 185 characters in body
Steven,Stack Overflow,2011-01-11 11:34:58Z,revised,ASP.NET - Exception logging approach for concurrent user scenario,deleted 166 characters in body
Steven,Stack Overflow,2011-01-07 08:56:31Z,revised,Strategies for dealing with DateTime.Now in unit tests,added 224 characters in body
Steven,Stack Overflow,2011-01-21 13:54:52Z,revised,Which amongst the following is a better way to write Unit Test and go ahead with TDD in ASP.NET MVC,Code reformatted
Steven,Stack Overflow,2011-02-15 07:46:04Z,revised,MVC: How to factor Repository Interfaces based on multi-level object model,Code reformatted
Steven,Stack Overflow,2011-02-23 18:38:25Z,revised,Can IoC and the Managed AddIn Framework (System.AddIn)  work together with isolated AppDomains?,MAF = Managed AddIn Framework; edited title
Steven,Stack Overflow,2011-01-10 15:50:22Z,revised,How should I mock out my data connectivity,edited tags
Steven,Stack Overflow,2011-01-07 08:31:54Z,revised,LINQ with Entity Framework - basic question,Title changed
Steven,Stack Overflow,2011-01-21 11:34:34Z,revised,automatic commenting?,added 8 characters in body; added 8 characters in body
Steven,Stack Overflow,2011-02-14 13:37:29Z,revised,DataAnnotations in .NET Question,deleted 6 characters in body
Steven,Stack Overflow,2011-01-06 18:18:10Z,revised,Removing a dependency from a constructor,Code reformatted
Steven,Stack Overflow,2010-12-17 00:22:56Z,revised,Issues with inheritance and Validation Application Block&#39;s ObjectCollectionValidator,added 3 characters in body
Steven,Stack Overflow,2010-12-11 22:42:19Z,revised,Issues with inheritance and Validation Application Block&#39;s ObjectCollectionValidator,deleted 13 characters in body; edited tags
Steven,Stack Overflow,2010-12-08 09:37:38Z,revised,c# closing sqlconnection and sqldatareader or not?,Code reformatted
Steven,Stack Overflow,2010-12-06 16:15:36Z,revised,In Operator in Linq,added 1 characters in body
Steven,Stack Overflow,2011-01-06 12:43:50Z,revised,Structuremap and creating objects with initial state,added 129 characters in body
Steven,Stack Overflow,2010-12-16 10:59:13Z,revised,how to archive the rolling log into a different floder in ent library v4.1,edited tags
Steven,Stack Overflow,2010-12-11 19:19:15Z,revised,Safely pausing of thread during GC in .NET,added 7 characters in body
Steven,Stack Overflow,2010-12-08 09:35:53Z,revised,c# closing sqlconnection and sqldatareader or not?,Code reformatted
Steven,Stack Overflow,2010-12-06 12:16:54Z,revised,In Operator in Linq,Code reformatted
Steven,Stack Overflow,2011-01-05 19:46:40Z,revised,Am I properly understanding DI/IoC?,"tag added, code reformatted"
Steven,Stack Overflow,2010-12-14 14:03:41Z,revised,Linq throws exception on .Substring(),Tags added
Steven,Stack Overflow,2010-12-11 11:21:41Z,revised,"Linq: Nested queries are better than joins, but what if you use 2 nested queries?",typo
Steven,Stack Overflow,2010-12-08 09:33:41Z,revised,.Net Reflection: How to invoke a constructor that takes a interface as parameter,added 460 characters in body
Steven,Stack Overflow,2010-12-06 12:12:18Z,revised,This SQL to LINQ,added 362 characters in body
Steven,Stack Overflow,2011-01-05 15:05:17Z,revised,Help needed on using LINQ to SQL classes,Title changed
Steven,Stack Overflow,2010-12-10 09:51:11Z,revised,How I Can use Linq Query count no. of record in query,Code reformatted
Steven,Stack Overflow,2010-12-07 20:29:53Z,revised,MVVM: Caching data for ViewModels,Code reformatted
Steven,Stack Overflow,2010-12-06 09:34:32Z,revised,What is the outcome of &ldquo;() =&gt; true&rdquo;,added 1 characters in body
Steven,Stack Overflow,2010-12-14 13:54:23Z,revised,Unity resolution problem when configuring through xml with named registered dependency,"Bug fixed, code reformatted"
Steven,Stack Overflow,2010-12-23 18:50:53Z,revised,Unit Testing - not testable code converted to testable code,Code reformatted
Steven,Stack Overflow,2010-12-10 09:38:13Z,revised,"Linq: Nested queries are better than joins, but what if you use 2 nested queries?",Code reformatted
Steven,Stack Overflow,2010-12-07 20:15:11Z,revised,How to optimize this linq query?,Code reformatted
Steven,Stack Overflow,2010-12-05 12:38:06Z,revised,Implement &ldquo;Connect By Prior&rdquo; with Lambda Expresseion?,Code reformatted
Steven,Stack Overflow,2010-12-14 09:27:54Z,revised,How to write generic Entity name in constructor in EF4?,Code reformatted
Steven,Stack Overflow,2010-12-22 08:55:29Z,revised,Linq expression for filtered collection of collections?,Updated after questions of original poster; added 15 characters in body
Steven,Stack Overflow,2010-12-09 21:42:57Z,revised,"LINQ: select an object, but change some properties without creating a new object",Updated after question of OP.; added 37 characters in body
Steven,Stack Overflow,2010-12-07 13:10:43Z,revised,Seperate Business Classes or Entity Classes generated by Linq to SQL,edited tags
Steven,Stack Overflow,2010-12-04 13:40:50Z,revised,.Net Unity Object instance issues,edited body
Steven,Stack Overflow,2010-12-13 21:36:54Z,revised,Plugin architecture,edited body
Steven,Stack Overflow,2010-12-09 16:13:19Z,revised,Search facility like CONTAINS or FREETEXT using Linq,added 482 characters in body; added 4 characters in body
Steven,Stack Overflow,2010-12-07 10:21:09Z,revised,Cannot Audit on Insert Entity Framework.I am stuck can you help?,Tags added
Steven,Stack Overflow,2010-12-02 20:15:03Z,revised,Using LINQ to SQL to perform an update/set,Compile error fixed.
Steven,Stack Overflow,2010-12-21 22:55:26Z,revised,Linq expression for filtered collection of collections?,added 1 characters in body
Steven,Stack Overflow,2010-12-13 18:31:34Z,revised,Converting IFs to LINQ,Code reformatted. Tags added
Steven,Stack Overflow,2010-12-08 13:34:27Z,revised,Linq to SQL - Multiple where clasues at runtime,Code reformatted; deleted 8 characters in body
Steven,Stack Overflow,2010-12-07 10:15:24Z,revised,LINQ where query,Code reformatted
Steven,Stack Overflow,2010-12-02 18:05:21Z,revised,Optimise Linq-to-Sql mapping with one to many lookup,deleted 3 characters in body
Steven,Stack Overflow,2010-12-20 14:45:21Z,revised,Updating LINQ to SQL but the query i have is from a join? Can&#39;t update using query that uses a join?,deleted 67 characters in body; edited title
Steven,Stack Overflow,2010-12-13 11:15:15Z,revised,Write this into one linq query?,Code reformatted
Steven,Stack Overflow,2010-12-08 13:26:00Z,revised,Can I use Attributes so my Factory knows what it can/should instantiate without breaking the &ldquo;Loosely-Coupled&rdquo; rule?,added 432 characters in body; added 233 characters in body; added 116 characters in body
Steven,Stack Overflow,2010-12-06 18:27:46Z,revised,Setter Injection with Type-Defined Constructor,added 3 characters in body
Steven,Stack Overflow,2010-12-02 13:07:55Z,revised,List&lt;T&gt; on Cache (Security Operations),edited body
Steven,Stack Overflow,2010-12-17 09:26:12Z,revised,Write this into one linq query?,Typo fixed
Steven,Stack Overflow,2010-12-11 22:46:47Z,revised,Validate This EF4 Validation Approach?,Tag added
Steven,Stack Overflow,2010-12-08 09:39:18Z,revised,c# closing sqlconnection and sqldatareader or not?,Code reformatted
Steven,Stack Overflow,2010-12-06 16:39:10Z,revised,Object Pooling and CSLA Framework,Bugfix
Steven,Stack Overflow,2010-12-02 11:46:23Z,revised,How do you use MyList.Contains(MyObject) when NHibernate populates MyList with Proxy Elements,Tags added
Steven,Stack Overflow,2010-12-17 09:15:13Z,revised,LINQ expression for climbing object hierarchy?,Updated to use extension method.; deleted 1 characters in body
Steven,Stack Overflow,2010-12-11 22:45:45Z,revised,"WPF, EntLib: PropertyComparisonValidator does not update the UI of the compared value",Code reformatted. Tags changed
Steven,Stack Overflow,2010-12-02 11:40:33Z,revised,How to get the item before current and after current in a list with Linq / C#?,Code reformatted
Steven,Stack Overflow,2010-11-21 16:42:30Z,revised,Parser Error Message: The connection name &#39;LocalSqlServer&#39; was not found in the applications configuration or the connection string is empty,added 19 characters in body
Steven,Stack Overflow,2010-11-09 19:34:08Z,revised,Validation Application block and model localization,Code reformatted
Steven,Stack Overflow,2010-10-29 13:18:05Z,revised,C# static SQLConnection,Code formatted
Steven,Stack Overflow,2010-10-07 03:39:04Z,revised,Using LINQ to create an IEnumerable&lt;&gt; of delta values,added 74 characters in body; added 5 characters in body
Steven,Stack Overflow,2010-12-02 10:09:06Z,revised,Removing the hard coded value to app.config file,Code formatted
Steven,Stack Overflow,2010-11-21 16:10:38Z,revised,How do I get the next identity ID before Submit in Linq-to-Sql?,Code reformatted
Steven,Stack Overflow,2010-11-09 19:08:42Z,revised,Log all exceptions in .NET app using log4net,Error fixed.
Steven,Stack Overflow,2010-10-29 09:56:20Z,revised,Using WDDCEDEEIWEB201to find associated timestamps from database,Code formatted
Steven,Stack Overflow,2010-10-06 11:10:58Z,revised,Resolve generic service,Link added.
Steven,Stack Overflow,2010-12-02 07:25:17Z,revised,Injection through Annotations vs injection through XML file in Spring 3. Limitations related to inheritance,edited tags
Steven,Stack Overflow,2010-11-20 12:02:10Z,revised,UnityContainer: Conditional Logic upon resolving,Code cleaned up
Steven,Stack Overflow,2010-11-08 21:00:03Z,revised,Castle Windsor Dependency Injection - restore dependencies for existing instance,added 81 characters in body
Steven,Stack Overflow,2010-10-29 09:55:48Z,revised,Using WDDCEDEEIWEB201to find associated timestamps from database,Code formatted
Steven,Stack Overflow,2010-10-04 17:32:50Z,revised,How to do Data Annotations on an object in another Assembly?,edited tags
Steven,Stack Overflow,2010-12-01 15:43:31Z,revised,How do I sort a custom array list by the dateTime elements,added 3 characters in body; deleted 7 characters in body
Steven,Stack Overflow,2010-11-18 11:20:47Z,revised,Enterprise Library 5.0 - Validation - Refresh,edited tags
Steven,Stack Overflow,2010-11-04 22:35:06Z,revised,System.Linq Expressions evaluating true on a single entity,deleted 159 characters in body
Steven,Stack Overflow,2010-10-29 09:54:59Z,revised,Using WDDCEDEEIWEB201to find associated timestamps from database,Code formatted
Steven,Stack Overflow,2010-10-03 13:27:52Z,revised,Why bother with initializers? (.net),deleted 9 characters in body
Steven,Stack Overflow,2010-11-30 08:08:34Z,revised,Login to website from WinForms,edited title
Steven,Stack Overflow,2010-11-03 18:48:36Z,revised,Is this too much data that should be used in a Struct?,Quotes from the Framework Design Guidelines added
Steven,Stack Overflow,2010-10-29 09:52:04Z,revised,Transparency in compact framework,Code formatted
Steven,Stack Overflow,2010-09-30 10:24:58Z,revised,How can you get the first validation error on a property only using Validation Application Block?,Tags added
Steven,Stack Overflow,2010-11-17 19:56:50Z,revised,How do I set the generic parameter to only specific type parameters in this Windsor installer using the fluent API?,Code reformatted
Steven,Stack Overflow,2010-11-03 08:02:59Z,revised,How do I use Ninject with ActionResults while making the controller IoC-framework-agnostic?,Updated with example of automatic constructor injection
Steven,Stack Overflow,2010-10-28 07:40:43Z,revised,Change non static object from static Context,Code formatted
Steven,Stack Overflow,2010-11-25 18:52:35Z,revised,Unit testing Code which use API,Code reformatted
Steven,Stack Overflow,2010-09-29 11:24:16Z,revised,Catching CustomErrors in ASP.NET,added 311 characters in body; added 9 characters in body
Steven,Stack Overflow,2010-11-17 14:21:53Z,revised,Using dynamic where clauses in Entity Framework,added 16 characters in body
Steven,Stack Overflow,2010-11-01 07:56:07Z,revised,"Need to intercept all LINQ-to-SQL entities with Castle Dynamic Proxy, perhaps with AutoMapper",added 38 characters in body
Steven,Stack Overflow,2010-10-28 06:30:16Z,revised,What to pass via constructor and what to pass via interface?,typos fixed
Steven,Stack Overflow,2010-11-25 08:31:59Z,revised,MSTest TestMethod Dependency Injection,added 9 characters in body
Steven,Stack Overflow,2010-09-28 08:35:22Z,revised,Converting Null to Nullable Enum (Generic),Code formatted
Steven,Stack Overflow,2010-11-16 12:16:12Z,revised,How do I find the closest array element to an arbitrary (non-member) number?,I did not answer the question correctly. Fixed the code for this.
Steven,Stack Overflow,2010-10-31 19:19:29Z,revised,StructureMap - How to register and resolve an open generic type,added 52 characters in body
Steven,Stack Overflow,2010-10-27 15:06:30Z,revised,How can I check whether a string is a (very big) number?,added 32 characters in body
Steven,Stack Overflow,2010-11-24 13:09:09Z,revised,How to do a left join in Entity framework?,added 132 characters in body
Steven,Stack Overflow,2010-09-27 07:10:22Z,revised,how i pass image in This function,typo
Steven,Stack Overflow,2010-11-16 10:33:55Z,revised,Instance variables vs parameter passing? Is there an argument?,typo
Steven,Stack Overflow,2010-10-31 15:48:24Z,revised,structuremap Property Injection,Code reformatted
Steven,Stack Overflow,2010-10-27 15:04:24Z,revised,Unity Dependency Injection using a config file - cant resolve dependency,Code formatted
Steven,Stack Overflow,2010-11-22 13:44:15Z,revised,Method to Add new or update existing item in Dictionary,added 1 characters in body
Steven,Stack Overflow,2010-09-26 10:32:11Z,revised,How do I write a unit test for this method in my view model in Silverlight without SecurityException?,Code reformatted
Steven,Stack Overflow,2010-11-12 10:05:04Z,revised,C# String to Object without using Reflection,edited body
Steven,Stack Overflow,2010-10-30 14:37:26Z,revised,"Ninject, how to inject an object living in the session into my business class?",deleted 25 characters in body
Steven,Stack Overflow,2010-10-27 11:01:37Z,revised,.NET Reflective Dependency Injection with Multiple Containers,typo
Steven,Stack Overflow,2010-11-22 13:26:03Z,revised,Multiple log-in problem,Title changed
Steven,Stack Overflow,2010-09-22 20:06:01Z,revised,Linq queries in Entity Framework 4. Horrible perfomance,deleted 6 characters in body
Steven,Stack Overflow,2010-11-12 08:07:30Z,revised,Should I be using mock objects when unit testing?,Typo fixed; added 16 characters in body
Steven,Stack Overflow,2010-09-22 20:05:15Z,revised,DataAnnotations or validate manually in services?,added 5 characters in body
Steven,Stack Overflow,2010-09-20 07:08:53Z,revised,Can I do a &ldquo;Take(x)&rdquo; on the &ldquo;Include&rdquo; entity in a Linq Query?,added 76 characters in body
Steven,Stack Overflow,2010-09-10 21:29:06Z,revised,TDD with filesystem dependencies,I always forget to mention that I&#39;m shamelessly plugging my own open source projects ;-)
Steven,Stack Overflow,2010-08-31 13:17:58Z,revised,why is a captured variable not holding a reference to the instance of an object,Code reformatted.
Steven,Stack Overflow,2010-08-31 08:34:45Z,revised,.NET WinForms and the enterprise library validation application block,Tag added
Steven,Stack Overflow,2010-09-22 10:22:19Z,revised,How can i structure a program (proces) with a very high number of IF statements,Code formatted
Steven,Stack Overflow,2010-09-18 16:37:03Z,revised,Parsing a text File using Linq,added 220 characters in body
Steven,Stack Overflow,2010-09-07 15:23:13Z,revised,LINQ to SQL query help (string contains any string in string array),Code refactored.
Steven,Stack Overflow,2010-08-31 13:11:17Z,revised,Linq to Entity update Query Part II,Code reformatted / refactored.
Steven,Stack Overflow,2010-08-31 08:26:42Z,revised,validation application block object validator not working with rulesets,Updated
Steven,Stack Overflow,2010-09-20 18:36:24Z,revised,Enterprise Library Validation Block - Validate conditioned to another property value,typo
Steven,Stack Overflow,2010-09-18 12:47:59Z,revised,Parsing a text File using Linq,added 109 characters in body; deleted 9 characters in body
Steven,Stack Overflow,2010-09-07 10:48:30Z,revised,LINQ to SQL query help (string contains any string in string array),Code reformatted.
Steven,Stack Overflow,2010-08-31 12:44:55Z,revised,Enterprise library with linq-to-sql?,edited tags
Steven,Stack Overflow,2010-08-31 08:14:39Z,revised,validation application block object validator not working with rulesets,Code reformatted.
Steven,Stack Overflow,2010-09-20 15:51:42Z,revised,LINQ Performance Problem,Code reformatted.
Steven,Stack Overflow,2010-09-17 21:33:57Z,revised,Is there anything faster than SqlDataReader in .NET?,Corrected spelling
Steven,Stack Overflow,2010-09-06 10:40:35Z,revised,Aggregate functions in LINQ,Code reformatted.
Steven,Stack Overflow,2010-08-31 12:01:41Z,revised,Memory utiliziation when calling an object&#39;s method via the Interface?,deleted 29 characters in body
Steven,Stack Overflow,2010-08-31 08:12:43Z,revised,Validate interface using IoC,Tag changed
Steven,Stack Overflow,2010-09-20 11:42:04Z,revised,Best practice for authorization in the business layer?,Typo fixed.
Steven,Stack Overflow,2010-09-06 09:05:10Z,revised,Where/when should i validate my data when using EF and POCOs?,Tags updated
Steven,Stack Overflow,2010-08-31 11:38:32Z,revised,CompareValidator with aspCalendar,Code reformatted.
Steven,Stack Overflow,2010-08-31 08:11:57Z,revised,&ldquo;Could not load file or assembly &#39;Microsoft.Practices.EnterpriseLibrary.Validation&rdquo; exception,Tag changed
Steven,Stack Overflow,2010-09-20 11:40:23Z,revised,How can I compare two System.Types?,added 24 characters in body
Steven,Stack Overflow,2010-09-05 14:24:37Z,revised,Initializing strongly typed objects in LINQ to Entities,Code reformatted.
Steven,Stack Overflow,2010-08-31 11:36:59Z,revised,Condensing linq expressions into one expression for a simple blog system,Code reformatted.
Steven,Stack Overflow,2010-08-31 08:11:24Z,revised,Custom validator not invoked when using Validation Application Block through configuration,Tag changed
Steven,Stack Overflow,2010-09-17 21:30:55Z,revised,How do I implement this command to prevent deadlocks with LINQ to SQL?,added 167 characters in body
Steven,Stack Overflow,2010-09-20 11:39:15Z,revised,Sorting methods in class file by access modifiers,Typo fixed.
Steven,Stack Overflow,2010-09-05 14:23:50Z,revised,Initializing strongly typed objects in LINQ to Entities,Code reformatted.
Steven,Stack Overflow,2010-08-31 11:26:47Z,revised,Getting rid of nested foreach loops when using linq,Tag added
Steven,Stack Overflow,2010-08-31 08:10:46Z,revised,Why should I use PropertyProxyValidator? ASP.NET,Tag changed
